Name,Associated Names,Ticker,Stock Table Name,Official Name,Sector,Exchange
,,SNCR,,SYNCHRONOSS TECHNOLOGIES INC,Information Technology,NASDAQ
,,SYF,,SYNCHRONY FINANCIAL,Financials,New York Stock Exchange Inc.
,,SNDX,,SYNDAX PHARMACEUTICALS INC,Health Care,NASDAQ
,,SYNH,,SYNEOS HEALTH INC CLASS A,Health Care,NASDAQ
,,SYBX,,SYNLOGIC INC,Health Care,NASDAQ
,,SNPS,,SYNOPSYS INC,Information Technology,NASDAQ
,,SNV,,SYNOVUS FINANCIAL CORP,Financials,New York Stock Exchange Inc.
,,SYRS,,SYROS PHARMACEUTICALS INC,Health Care,NASDAQ
,,SYY,,SYSCO CORP,Consumer Staples,New York Stock Exchange Inc.
,,TTOO,,T2 BIOSYSTEMS INC,Health Care,NASDAQ
,,TRHC,,TABULA RASA HEALTHCARE INC,Health Care,NASDAQ
,,TCMD,,TACTILE SYSTEMS TECHNOLOGY INC,Health Care,NASDAQ
,,TTWO,,TAKE TWO INTERACTIVE SOFTWARE INC,Communication,NASDAQ
,,TALK,,TALKSPACE INC,Health Care,NASDAQ
,,TALO,,TALOS ENERGY INC,Energy,New York Stock Exchange Inc.
,,TNDM,,TANDEM DIABETES CARE INC,Health Care,NASDAQ
,,SKT,,TANGER FACTORY OUTLET CENTERS REIT,Real Estate,New York Stock Exchange Inc.
,,TNGX,,TANGO THERAPEUTICS INC,Health Care,NASDAQ
,,TRGP,,TARGA RESOURCES CORP,Energy,New York Stock Exchange Inc.
,,TH,,TARGET HOSPITALITY CORP,Consumer Discretionary,NASDAQ
,,TASK,,TASKUS INC CLASS A,Industrials,NASDAQ
,,TTCF,,TATTOOED CHEF INC CLASS A,Consumer Staples,NASDAQ
,,TAYD,,TAYLOR DEVICES INC,Industrials,NASDAQ
,,TMHC,,TAYLOR MORRISON HOME CORP,Consumer Discretionary,New York Stock Exchange Inc.
,,TSHA,,TAYSHA GENE THERAPIES INC,Health Care,NASDAQ
,,TCRR,,TCR2 THERAPEUTICS INC,Health Care,NASDAQ
,,SNX,,TD SYNNEX CORP,Information Technology,New York Stock Exchange Inc.
,,TEL,,TE CONNECTIVITY LTD,Information Technology,New York Stock Exchange Inc.
,,TISI,,TEAM INC,Industrials,New York Stock Exchange Inc.
,,FTI,,TECHNIPFMC PLC,Energy,New York Stock Exchange Inc.
,,TTGT,,TECHTARGET INC,Communication,NASDAQ
,,TGLS,,TECNOGLASS INC,Industrials,New York Stock Exchange Inc.
,,TGNA,,TEGNA INC,Communication,New York Stock Exchange Inc.
,,TRC,,TEJON RANCH,Real Estate,New York Stock Exchange Inc.
,,TELA,,TELA BIO INC,Health Care,NASDAQ
,,TDOC,,TELADOC HEALTH INC,Health Care,New York Stock Exchange Inc.
,,TDY,,TELEDYNE TECHNOLOGIES INC,Information Technology,New York Stock Exchange Inc.
,,TFX,,TELEFLEX INC,Health Care,New York Stock Exchange Inc.
,,TDS,,TELEPHONE AND DATA SYSTEMS INC,Communication,New York Stock Exchange Inc.
,,TELL,,TELLURIAN INC,Energy,Nyse Mkt Llc
,,TLS,,TELOS CORPORATION CORP,Information Technology,NASDAQ
,,TPST,,TEMPEST THERAPEUTICS INC,Health Care,NASDAQ
,,TPX,,TEMPUR SEALY INTERNATIONAL INC,Consumer Discretionary,New York Stock Exchange Inc.
,,TENB,,TENABLE HOLDINGS INC,Information Technology,NASDAQ
,,THC,,TENET HEALTHCARE CORP,Health Care,New York Stock Exchange Inc.
,,TNC,,TENNANT,Industrials,New York Stock Exchange Inc.
,,TDC,,TERADATA CORP,Information Technology,New York Stock Exchange Inc.
,,TER,,TERADYNE INC,Information Technology,NASDAQ
,,WULF,,TERAWULF INC,Information Technology,NASDAQ
,,TEX,,TEREX CORP,Industrials,New York Stock Exchange Inc.
,,TERN,,TERNS PHARMACEUTICALS INC,Health Care,NASDAQ
,,TRNO,,TERRENO REALTY REIT CORP,Real Estate,New York Stock Exchange Inc.
,,TBNK,,TERRITORIAL BANCORP INC,Financials,NASDAQ
,,TTEK,,TETRA TECH INC,Industrials,NASDAQ
,,TCBI,,TEXAS CAPITAL BANCSHARES INC,Financials,NASDAQ
,,TXN,,TEXAS INSTRUMENT INC,Information Technology,NASDAQ
,,TPL,,TEXAS PACIFIC LAND CORP,Energy,New York Stock Exchange Inc.
,,TXRH,,TEXAS ROADHOUSE INC,Consumer Discretionary,NASDAQ
,,TXT,,TEXTRON INC,Industrials,New York Stock Exchange Inc.
,,TFFP,,TFF PHARMACEUTICALS INC,Health Care,NASDAQ
,,TFSL,,TFS FINANCIAL CORP,Financials,NASDAQ
,,TGTX,,TG THERAPEUTICS INC,Health Care,NASDAQ
,,HNST,,THE HONEST COMPANY INC,Consumer Staples,NASDAQ
,,MCS,,THE MARCUS CORP,Communication,New York Stock Exchange Inc.
,,SMPL,,THE SIMPLY GOOD FOODS COMPANY,Consumer Staples,NASDAQ
,,COCO,,THE VITA COCO COMPANY INC,Consumer Staples,NASDAQ
,,TBPH,,THERAVANCE BIOPHARMA INC,Health Care,NASDAQ
,,TOVX,,THERIVA BIOLOGICS INC,Health Care,Nyse Mkt Llc
,,TMO,,THERMO FISHER SCIENTIFIC INC,Health Care,New York Stock Exchange Inc.
,,THMO,,THERMOGENESIS HOLDINGS INC,Health Care,NASDAQ
,,THR,,THERMON GROUP HOLDINGS INC,Industrials,New York Stock Exchange Inc.
,,THO,,THOR INDUSTRIES INC,Consumer Discretionary,New York Stock Exchange Inc.
,,TWKS,,THOUGHTWORKS HOLDING INC,Information Technology,NASDAQ
,,THRY,,THRYV HOLDINGS INC,Communication,NASDAQ
,,TDW,,TIDEWATER INC,Energy,New York Stock Exchange Inc.
,,TKR,,TIMKEN,Industrials,New York Stock Exchange Inc.
,,TMST,,TIMKENSTEEL CORP,Materials,New York Stock Exchange Inc.
,,TIO,,TINGO GROUP INC,Information Technology,NASDAQ
,,TIPT,,TIPTREE INC,Financials,NASDAQ
,,TWI,,TITAN INTERNATIONAL INC,Industrials,New York Stock Exchange Inc.
,,TITN,,TITAN MACHINERY INC,Industrials,NASDAQ
,,TTNP,,TITAN PHARMACEUTICALS INC,Health Care,NASDAQ
,,TJX,,TJX INC,Consumer Discretionary,New York Stock Exchange Inc.
,,TOST,,TOAST INC CLASS A,Financials,New York Stock Exchange Inc.
,,TOL,,TOLL BROTHERS INC,Consumer Discretionary,New York Stock Exchange Inc.
,,TMP,,TOMPKINS FINANCIAL CORP,Financials,Nyse Mkt Llc
,,TNXP,,TONIX PHARMACEUTICALS HOLDING CORP,Health Care,NASDAQ
,,TR,,TOOTSIE ROLL INDUSTRIES INC,Consumer Staples,New York Stock Exchange Inc.
,,BLD,,TOPBUILD CORP,Consumer Discretionary,New York Stock Exchange Inc.
,,MODG,,TOPGOLF CALLAWAY BRANDS CORP,Consumer Discretionary,New York Stock Exchange Inc.
,,TTC,,TORO,Industrials,New York Stock Exchange Inc.
,,TOWN,,TOWNEBANK,Financials,NASDAQ
,,TRTX,,TPG RE FINANCE TRUST INC,Financials,New York Stock Exchange Inc.
,,TPIC,,TPI COMPOSITES INC,Industrials,NASDAQ
,,TCON,,TRACON PHARMACEUTICALS INC,Health Care,NASDAQ
,,TSCO,,TRACTOR SUPPLY,Consumer Discretionary,NASDAQ
,,TTD,,TRADE DESK INC CLASS A,Communication,NASDAQ
,,TW,,TRADEWEB MARKETS INC CLASS A,Financials,NASDAQ
,,COOK,,TRAEGER INC,Consumer Discretionary,New York Stock Exchange Inc.
,,TT,,TRANE TECHNOLOGIES PLC,Industrials,New York Stock Exchange Inc.
,,TACT,,TRANSACT TECHNOLOGIES INC,Information Technology,NASDAQ
,,TRNS,,TRANSCAT INC,Industrials,NASDAQ
,,TDG,,TRANSDIGM GROUP INC,Industrials,New York Stock Exchange Inc.
,,TMDX,,TRANSMEDICS GROUP INC,Health Care,NASDAQ
,,RIG,,TRANSOCEAN LTD,Energy,New York Stock Exchange Inc.
,,TRU,,TRANSUNION,Industrials,New York Stock Exchange Inc.
,,TNL,,TRAVEL LEISURE,Consumer Discretionary,New York Stock Exchange Inc.
,,TA,,TRAVELCENTERS OF AMERICA INC,Consumer Discretionary,NASDAQ
,,TRV,,TRAVELERS COMPANIES INC,Financials,New York Stock Exchange Inc.
,,TZOO,,TRAVELZOO,Communication,NASDAQ
,,TVTX,,TRAVERE THERAPEUTICS INC,Health Care,NASDAQ
,,TMCI,,TREACE MEDICAL CONCEPTS INC,Health Care,NASDAQ
,,THS,,TREEHOUSE FOODS INC,Consumer Staples,New York Stock Exchange Inc.
,,TRVN,,TREVENA INC,Health Care,NASDAQ
,,TRVI,,TREVI THERAPEUTICS INC,Health Care,NASDAQ
,,TREX,,TREX INC,Industrials,New York Stock Exchange Inc.
,,TPH,,TRI POINTE HOMES INC,Consumer Discretionary,New York Stock Exchange Inc.
,,TCBK,,TRICO BANCSHARES,Financials,NASDAQ
,,TRS,,TRIMAS CORP,Materials,NASDAQ
,,TRMB,,TRIMBLE INC,Information Technology,NASDAQ
,,TNET,,TRINET GROUP INCINARY,Industrials,New York Stock Exchange Inc.
,,TRN,,TRINITY INDUSTRIES INC,Industrials,New York Stock Exchange Inc.
,,TSE,,TRINSEO PLC,Materials,New York Stock Exchange Inc.
,,TRT,,TRIO TECH INTERNATIONAL,Information Technology,Nyse Mkt Llc
,,TRIP,,TRIPADVISOR INC,Communication,NASDAQ
,,TRTN,,TRITON INTERNATIONAL LTD,Industrials,New York Stock Exchange Inc.
,,TFIN,,TRIUMPH FINANCIAL INC,Financials,NASDAQ
,,TGI,,TRIUMPH GROUP INC,Industrials,New York Stock Exchange Inc.
,,TROX,,TRONOX HOLDINGS PLC,Materials,New York Stock Exchange Inc.
,,TBI,,TRUEBLUE INC,Industrials,New York Stock Exchange Inc.
,,TRUE,,TRUECAR INC,Communication,NASDAQ
,,TFC,,TRUIST FINANCIAL CORP,Financials,New York Stock Exchange Inc.
,,TRUP,,TRUPANION INC,Financials,NASDAQ
,,TRMK,,TRUSTMARK CORP,Financials,NASDAQ
,,TTEC,,TTEC HOLDINGS INC,Industrials,NASDAQ
,,TTMI,,TTM TECHNOLOGIES INC,Information Technology,NASDAQ
,,TCX,,TUCOWS INC,Information Technology,NASDAQ
,,TUP,,TUPPERWARE BRANDS CORP,Consumer Discretionary,New York Stock Exchange Inc.
,,TPB,,TURNING POINT BRANDS INC,Consumer Staples,New York Stock Exchange Inc.
,,HEAR,,TURTLE BEACH CORP,Information Technology,NASDAQ
,,TSP,,TUSIMPLE HOLDINGS INC CLASS A,Industrials,NASDAQ
,,TPC,,TUTOR PERINI CORP,Industrials,New York Stock Exchange Inc.
,,TWLO,,TWILIO INC CLASS A,Information Technology,New York Stock Exchange Inc.
,,TWIN,,TWIN DISC INC,Industrials,NASDAQ
,,TWST,,TWIST BIOSCIENCE CORP,Health Care,NASDAQ
,,TWO,,TWO HARBORS INVESTMENT CORP,Financials,New York Stock Exchange Inc.
,,TYL,,TYLER TECHNOLOGIES INC,Information Technology,New York Stock Exchange Inc.
,,UHAL,,U HAUL HOLDING,Industrials,New York Stock Exchange Inc.
,,UHALB,,U HAUL NON VOTING SERIES N,Industrials,New York Stock Exchange Inc.
,,UI,,UBIQUITI INC,Information Technology,New York Stock Exchange Inc.
,,UDMY,,UDEMY INC,Consumer Discretionary,NASDAQ
,,UDR,,UDR REIT INC,Real Estate,New York Stock Exchange Inc.
,,UFPI,,UFP INDUSTRIES INC,Industrials,NASDAQ
,,UFPT,,UFP TECHNOLOGIES INC,Health Care,NASDAQ
,,UGI,,UGI CORP,Utilities,New York Stock Exchange Inc.
,,PATH,,UIPATH INC CLASS A,Information Technology,New York Stock Exchange Inc.
,,ULTA,,ULTA BEAUTY INC,Consumer Discretionary,NASDAQ
,,UCTT,,ULTRA CLEAN HOLDINGS INC,Information Technology,NASDAQ
,,RARE,,ULTRAGENYX PHARMACEUTICAL INC,Health Care,NASDAQ
,,ULBI,,ULTRALIFE CORP,Industrials,NASDAQ
,,UMBF,,UMB FINANCIAL CORP,Financials,NASDAQ
,,UMH,,UMH PROPERTIES INC,Real Estate,New York Stock Exchange Inc.
,,UAA,,UNDER ARMOUR INC CLASS A,Consumer Discretionary,New York Stock Exchange Inc.
,,UA,,UNDER ARMOUR INC CLASS C,Consumer Discretionary,New York Stock Exchange Inc.
,,UNAM,,UNICO AMERICAN CORP,Financials,NASDAQ
,,UNF,,UNIFIRST CORP,Industrials,New York Stock Exchange Inc.
,,UNB,,UNION BANKSHARES INC,Financials,NASDAQ
,,QURE,,UNIQURE NV,Health Care,NASDAQ
,,UIS,,UNISYS CORP,Information Technology,New York Stock Exchange Inc.
,,UBCP,,UNITED BANCORP INC,Financials,NASDAQ
,,UBSI,,UNITED BANKSHARES INC,Financials,NASDAQ
,,UCBI,,UNITED COMMUNITY BANKS INC,Financials,NASDAQ
,,UFCS,,UNITED FIRE GROUP INC,Financials,NASDAQ
,,UG,,UNITED GUARDIAN INC,Consumer Staples,NASDAQ
,,UIHC,,UNITED INSURANCE HOLDINGS CORP,Financials,NASDAQ
,,UNFI,,UNITED NATURAL FOODS INC,Consumer Staples,New York Stock Exchange Inc.
,,UPS,,UNITED PARCEL SERVICE INC CLASS B,Industrials,New York Stock Exchange Inc.
,,URI,,UNITED RENTALS INC,Industrials,New York Stock Exchange Inc.
,,UAMY,,UNITED STATES ANTIMONY CORP,Materials,Nyse Mkt Llc
,,USM,,UNITED STATES CELLULAR CORP,Communication,New York Stock Exchange Inc.
,,UTHR,,UNITED THERAPEUTICS CORP,Health Care,NASDAQ
,,UNH,,UNITEDHEALTH GROUP INC,Health Care,New York Stock Exchange Inc.
,,UNIT,,UNITI GROUP INC,Real Estate,NASDAQ
,,UTL,,UNITIL CORP,Utilities,New York Stock Exchange Inc.
,,UNVR,,UNIVAR SOLUTIONS INC,Industrials,New York Stock Exchange Inc.
,,UVV,,UNIVERSAL CORP,Consumer Staples,New York Stock Exchange Inc.
,,OLED,,UNIVERSAL DISPLAY CORP,Information Technology,NASDAQ
,,UHT,,UNIVERSAL HEALTH REALTY INCOME TRU,Real Estate,New York Stock Exchange Inc.
,,UHS,,UNIVERSAL HEALTH SERVICES INC CLAS,Health Care,New York Stock Exchange Inc.
,,UVE,,UNIVERSAL INSURANCE HOLDINGS INC,Financials,New York Stock Exchange Inc.
,,UTI,,UNIVERSAL TECHNICAL INSTITUTE INC,Consumer Discretionary,New York Stock Exchange Inc.
,,UVSP,,UNIVEST FINANCIAL CORP,Financials,NASDAQ
,,UNM,,UNUM,Financials,New York Stock Exchange Inc.
,,UPBD,,UPBOUND GROUP INC,Consumer Discretionary,NASDAQ
,,UPLD,,UPLAND SOFTWARE INC,Information Technology,NASDAQ
,,UPST,,UPSTART HOLDINGS INC,Financials,NASDAQ
,,UPWK,,UPWORK INC,Industrials,NASDAQ
,,UEC,,URANIUM ENERGY CORP,Energy,Nyse Mkt Llc
,,UE,,URBAN EDGE PROPERTIES,Real Estate,New York Stock Exchange Inc.
,,UONE,,URBAN ONE INC CLASS A,Communication,NASDAQ
,,UBA,,URSTADT BIDDLE PROPERTIES REIT INC,Real Estate,New York Stock Exchange Inc.
,,USEG,,US ENERGY CORP,Energy,NASDAQ
,,USFD,,US FOODS HOLDING CORP,Consumer Staples,New York Stock Exchange Inc.
,,USPH,,US PHYSICAL THERAPY INC,Health Care,New York Stock Exchange Inc.
,,SLCA,,US SILICA HOLDINGS INC,Energy,New York Stock Exchange Inc.
,,X,,US STEEL CORP,Materials,New York Stock Exchange Inc.
,,USNA,,USANA HEALTH SCIENCES INC,Consumer Staples,New York Stock Exchange Inc.
,,USIO,,USIO INC,Financials,NASDAQ
,,UTZ,,UTZ BRANDS INC CLASS A,Consumer Staples,New York Stock Exchange Inc.
,,UWMC,,UWM HOLDINGS CORP CLASS A,Financials,New York Stock Exchange Inc.
,,VVX,,V2X INC,Industrials,New York Stock Exchange Inc.
,,EGY,,VAALCO ENERGY INC,Energy,New York Stock Exchange Inc.
,,VCSA,,VACASA INC CLASS A,Consumer Discretionary,NASDAQ
,,VCNX,,VACCINEX INC,Health Care,NASDAQ
,,MTN,,VAIL RESORTS INC,Consumer Discretionary,New York Stock Exchange Inc.
,,VAL,,VALARIS LTD,Energy,New York Stock Exchange Inc.
,,VLO,,VALERO ENERGY CORP,Energy,New York Stock Exchange Inc.
,,VMI,,VALMONT INDS INC,Industrials,New York Stock Exchange Inc.
,,VVV,,VALVOLINE INC,Consumer Discretionary,New York Stock Exchange Inc.
,,VNDA,,VANDA PHARMACEUTICALS INC,Health Care,NASDAQ
,,VAPO,,VAPOTHERM INC,Health Care,New York Stock Exchange Inc.
,,VREX,,VAREX IMAGING CORP,Health Care,NASDAQ
,,VRNS,,VARONIS SYSTEMS INC,Information Technology,NASDAQ
,,VXRT,,VAXART INC,Health Care,NASDAQ
,,PCVX,,VAXCYTE INC,Health Care,NASDAQ
,,VBIV,,VBI VACCINES INC,Health Care,NASDAQ
,,VGR,,VECTOR GROUP LTD,Consumer Staples,New York Stock Exchange Inc.
,,VECO,,VEECO INSTRUMENTS INC,Information Technology,NASDAQ
,,VEEV,,VEEVA SYSTEMS INC CLASS A,Health Care,New York Stock Exchange Inc.
,,VEL,,VELOCITY FINANCIAL INC,Financials,New York Stock Exchange Inc.
,,VTR,,VENTAS REIT INC,Real Estate,New York Stock Exchange Inc.
,,VTYX,,VENTYX BIOSCIENCES INC,Health Care,NASDAQ
,,VERO,,VENUS CONCEPT INC,Health Care,NASDAQ
,,VCYT,,VERACYTE INC,Health Care,NASDAQ
,,MDRX,,VERADIGM INC,Health Care,NASDAQ
,,VSTM,,VERASTEM INC,Health Care,NASDAQ
,,VERB,,VERB TECHNOLOGY COMPANY INC,Information Technology,NASDAQ
,,VCEL,,VERICEL CORP,Health Care,NASDAQ
,,VRNT,,VERINT SYSTEMS INC,Information Technology,NASDAQ
,,VRE,,VERIS RESIDENTIAL INC,Real Estate,New York Stock Exchange Inc.
,,VRSN,,VERISIGN INC,Information Technology,NASDAQ
,,VRSK,,VERISK ANALYTICS INC,Industrials,NASDAQ
,,VBTX,,VERITEX HOLDINGS INC,Financials,NASDAQ
,,VRTV,,VERITIV CORP,Industrials,New York Stock Exchange Inc.
,,VERI,,VERITONE INC,Information Technology,NASDAQ
,,VTNR,,VERTEX ENERGY INC,Energy,NASDAQ
,,VERX,,VERTEX INC CLASS A,Information Technology,NASDAQ
,,VERU,,VERU INC,Consumer Staples,NASDAQ
,,VERV,,VERVE THERAPEUTICS INC,Health Care,NASDAQ
,,VFC,,VF CORP,Consumer Discretionary,New York Stock Exchange Inc.
,,VVI,,VIAD CORP,Industrials,New York Stock Exchange Inc.
,,DSP,,VIANT TECHNOLOGY INC CLASS A,Information Technology,NASDAQ
,,VSAT,,VIASAT INC,Information Technology,NASDAQ
,,VTRS,,VIATRIS INC,Health Care,NASDAQ
,,VIAV,,VIAVI SOLUTIONS INC,Information Technology,NASDAQ
,,VICI,,VICI PPTYS INC,Real Estate,New York Stock Exchange Inc.
,,VICR,,VICOR CORP,Industrials,NASDAQ
,,VSCO,,VICTORIA S SECRET,Consumer Discretionary,New York Stock Exchange Inc.
,,VCTR,,VICTORY CAPITAL HOLDINGS CLASS A I,Financials,NASDAQ
,,VIEW,,VIEW INC CLASS A,Industrials,NASDAQ
,,VRAY,,VIEWRAY INC,Health Care,NASDAQ
,,VKTX,,VIKING THERAPEUTICS INC,Health Care,NASDAQ
,,VBFC,,VILLAGE BANK AND TRUST FINANCIAL C,Financials,NASDAQ
,,VMEO,,VIMEO INC,Communication,NASDAQ
,,VNCE,,VINCE HOLDING CORP,Consumer Discretionary,New York Stock Exchange Inc.
,,BBIG,,VINCO VENTURES INC,Communication,NASDAQ
,,VIR,,VIR BIOTECHNOLOGY INC,Health Care,NASDAQ
,,VIRX,,VIRACTA THERAPEUTICS INC,Health Care,NASDAQ
,,VABK,,VIRGINIA NATIONAL BANKSHARES CORP,Financials,NASDAQ
,,VRDN,,VIRIDIAN THERAPEUTICS ORS INC,Health Care,NASDAQ
,,VHC,,VIRNETX HOLDING CORP,Information Technology,New York Stock Exchange Inc.
,,VTSI,,VIRTRA INC,Industrials,NASDAQ
,,VIRT,,VIRTU FINANCIAL INC CLASS A,Financials,NASDAQ
,,VRTS,,VIRTUS INVESTMENT PARTNERS INC,Financials,NASDAQ
,,V,,VISA INC CLASS A,Financials,New York Stock Exchange Inc.
,,VSH,,VISHAY INTERTECHNOLOGY INC,Information Technology,New York Stock Exchange Inc.
,,VPG,,VISHAY PRECISION GROUP INC,Information Technology,New York Stock Exchange Inc.
,,VISL,,VISLINK TECHNOLOGIES INC,Information Technology,NASDAQ
,,VSTO,,VISTA OUTDOOR INC,Consumer Discretionary,New York Stock Exchange Inc.
,,VTGN,,VISTAGEN THERAPEUTICS INC,Health Care,NASDAQ
,,VC,,VISTEON CORP,Consumer Discretionary,NASDAQ
,,VST,,VISTRA CORP,Utilities,New York Stock Exchange Inc.
,,VTLE,,VITAL ENERGY INC,Energy,New York Stock Exchange Inc.
,,VITL,,VITAL FARMS INC,Consumer Staples,NASDAQ
,,VTS,,VITESSE ENERGY INC,Energy,New York Stock Exchange Inc.
,,VANI,,VIVANI MEDICAL INC,Health Care,NASDAQ
,,VZIO,,VIZIO HOLDING CORP CLASS A,Consumer Discretionary,New York Stock Exchange Inc.
,,VMW,,VMWARE CLASS A INC,Information Technology,New York Stock Exchange Inc.
,,VNRX,,VOLITIONRX LTD,Health Care,Nyse Mkt Llc
,,VNT,,VONTIER CORP,Information Technology,New York Stock Exchange Inc.
,,VOR,,VOR BIOPHARMA INC,Health Care,NASDAQ
,,VOYA,,VOYA FINANCIAL INC,Financials,New York Stock Exchange Inc.
,,VYGR,,VOYAGER THERAPEUTICS INC,Health Care,NASDAQ
,,VRM,,VROOM INC,Consumer Discretionary,NASDAQ
,,VSEC,,VSE CORP,Industrials,NASDAQ
,,VTVT,,VTV THERAPEUTICS INC CLASS A,Health Care,NASDAQ
,,VMC,,VULCAN MATERIALS,Materials,New York Stock Exchange Inc.
,,VUZI,,VUZIX CORP,Consumer Discretionary,NASDAQ
,,VYNT,,VYANT BIO INC,Health Care,NASDAQ
,,VYNE,,VYNE THERAPEUTICS INC,Health Care,NASDAQ
,,WTI,,W AND T OFFSHORE INC,Energy,New York Stock Exchange Inc.
,,WPC,,W. P. CAREY REIT INC,Real Estate,New York Stock Exchange Inc.
,,WNC,,WABASH NATIONAL CORP,Industrials,New York Stock Exchange Inc.
,,WD,,WALKER & DUNLOP INC,Financials,New York Stock Exchange Inc.
,,WRBY,,WARBY PARKER INC CLASS A,Consumer Discretionary,New York Stock Exchange Inc.
,,WMG,,WARNER MUSIC GROUP CORP CLASS A,Communication,NASDAQ
,,HCC,,WARRIOR MET COAL INC,Materials,New York Stock Exchange Inc.
,,WAFD,,WASHINGTON FEDERAL INC,Financials,NASDAQ
,,WASH,,WASHINGTON TRUST BANCORP INC,Financials,NASDAQ
,,WAT,,WATERS CORP,Health Care,New York Stock Exchange Inc.
,,WSBF,,WATERSTONE FINANCIAL INC,Financials,NASDAQ
,,WSO,,WATSCO INC,Industrials,New York Stock Exchange Inc.
,,WTS,,WATTS WATER TECHNOLOGIES INC CLASS,Industrials,New York Stock Exchange Inc.
,,WVE,,WAVE LIFE SCIENCES LTD,Health Care,NASDAQ
,,W,,WAYFAIR INC CLASS A,Consumer Discretionary,New York Stock Exchange Inc.
,,WDFC,,WD-40,Consumer Staples,NASDAQ
,,WFRD,,WEATHERFORD INTERNATIONAL PLC,Energy,NASDAQ
,,WBS,,WEBSTER FINANCIAL CORP,Financials,New York Stock Exchange Inc.
,,WEC,,WEC ENERGY GROUP INC,Utilities,New York Stock Exchange Inc.
,,WMK,,WEIS MARKETS INC,Consumer Staples,New York Stock Exchange Inc.
,,WELL,,WELLTOWER INC,Real Estate,New York Stock Exchange Inc.
,,WEN,,WENDYS,Consumer Discretionary,NASDAQ
,,WERN,,WERNER ENTERPRISES INC,Industrials,NASDAQ
,,WSBC,,WESBANCO INC,Financials,NASDAQ
,,WCC,,WESCO INTERNATIONAL INC,Industrials,New York Stock Exchange Inc.
,,WST,,WEST PHARMACEUTICAL SERVICES INC,Health Care,New York Stock Exchange Inc.
,,WABC,,WESTAMERICA BANCORPORATION,Financials,NASDAQ
,,WMC,,WESTERN ASSET MORTGAGE CAPITAL COR,Financials,New York Stock Exchange Inc.
,,WU,,WESTERN UNION,Financials,New York Stock Exchange Inc.
,,WAB,,WESTINGHOUSE AIR BRAKE TECHNOLOGIE,Industrials,New York Stock Exchange Inc.
,,WLK,,WESTLAKE CORP,Materials,New York Stock Exchange Inc.
,,WRK,,WESTROCK,Materials,New York Stock Exchange Inc.
,,WWR,,WESTWATER RESOURCES INC,Industrials,Nyse Mkt Llc
,,WE,,WEWORK INC CLASS A,Real Estate,New York Stock Exchange Inc.
,,WEX,,WEX INC,Financials,New York Stock Exchange Inc.
,,WY,,WEYERHAEUSER REIT,Real Estate,New York Stock Exchange Inc.
,,WHLR,,WHEELER REIT INC TRUST,Real Estate,NASDAQ
,,UP,,WHEELS UP EXPERIENCE INC CLASS A,Industrials,New York Stock Exchange Inc.
,,WHR,,WHIRLPOOL CORP,Consumer Discretionary,New York Stock Exchange Inc.
,,WTM,,WHITE MOUNTAINS INSURANCE GROUP LT,Financials,New York Stock Exchange Inc.
,,WSR,,WHITESTONE REIT,Real Estate,New York Stock Exchange Inc.
,,FREE,,WHOLE EARTH BRANDS INC CLASS A,Consumer Staples,NASDAQ
,,WOW,,WIDEOPENWEST INC,Communication,New York Stock Exchange Inc.
,,WVVI,,WILLAMETTE VALLEY VINEYARDS INC,Consumer Staples,NASDAQ
,,WLDN,,WILLDAN GROUP INC,Industrials,NASDAQ
,,WMB,,WILLIAMS INC,Energy,New York Stock Exchange Inc.
,,WLFC,,WILLIS LEASE FINANCE CORP,Industrials,NASDAQ
,,WTW,,WILLIS TOWERS WATSON PLC,Financials,NASDAQ
,,WSC,,WILLSCOT MOBILE MINI HOLDINGS CORP,Industrials,NASDAQ
,,WING,,WINGSTOP INC,Consumer Discretionary,NASDAQ
,,WINA,,WINMARK CORP,Consumer Discretionary,NASDAQ
,,WGO,,WINNEBAGO INDUSTRIES INC,Consumer Discretionary,New York Stock Exchange Inc.
,,WTFC,,WINTRUST FINANCIAL CORP,Financials,NASDAQ
,,WTT,,WIRELESS TELECOM GROUP INC,Information Technology,Nyse Mkt Llc
,,WT,,WISDOMTREE INC,Financials,New York Stock Exchange Inc.
,,MAPS,,WM TECHNOLOGY INC CLASS A,Information Technology,NASDAQ
,,WOLF,,WOLFSPEED INC,Information Technology,New York Stock Exchange Inc.
,,WWW,,WOLVERINE WORLD WIDE INC,Consumer Discretionary,New York Stock Exchange Inc.
,,WWD,,WOODWARD INC,Industrials,NASDAQ
,,WDAY,,WORKDAY INC CLASS A,Information Technology,NASDAQ
,,WKHS,,WORKHORSE GROUP INC,Consumer Discretionary,NASDAQ
,,WK,,WORKIVA INC CLASS A,Information Technology,New York Stock Exchange Inc.
,,WRLD,,WORLD ACCEPTANCE CORP,Financials,NASDAQ
,,INT,,WORLD FUEL SERVICES CORP,Energy,New York Stock Exchange Inc.
,,WWE,,WORLD WRESTLING ENTERTAINMENT INC,Communication,New York Stock Exchange Inc.
,,WOR,,WORTHINGTON INDUSTRIES INC,Materials,New York Stock Exchange Inc.
,,WRB,,WR BERKLEY CORP,Financials,New York Stock Exchange Inc.
,,WSFS,,WSFS FINANCIAL CORP,Financials,NASDAQ
,,GWW,,WW GRAINGER INC,Industrials,New York Stock Exchange Inc.
,,WW,,WW INTERNATIONAL INC,Consumer Discretionary,NASDAQ
